,importance,stddev,p_value,n,p99_high,p99_low
BNP,0.10600000000000005,0.07784600182411427,0.01911164136521029,5,0.2662859937019383,-0.054285993701938165
Mid RCA Degree of Stenosis %,0.07000000000000006,0.040373258476372735,0.008943833011277495,5,0.1531290972205847,-0.01312909722058457
Aspirin ,0.035600000000000034,0.015899685531481446,0.003727670544479358,5,0.06833767226632814,0.0028623277336719197
RVSP,0.020000000000000018,0.006633249580710806,0.001261277932431448,5,0.033657952567935814,0.006342047432064218
LVEF,0.018400000000000017,0.007127411872482191,0.002235569494197963,5,0.03307543955674181,0.0037245604432582253
HBA1C,0.018000000000000037,0.035042830935870455,0.15737321489095502,5,0.09015367324035242,-0.054153673240352355
Days from Pretransplant LHC to Transplant,0.014000000000000012,0.01593737745050924,0.06048210581420777,5,0.046815280448564034,-0.01881528044856401
"Mid RCA degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.012800000000000011,0.007293833011524194,0.008594155651132071,5,0.02781810298221387,-0.002218102982213848
LV Mass,0.01120000000000001,0.0060991802727907675,0.007389461199535217,5,0.023758296481306167,-0.0013582964813061444
Pre Triglycerides,0.010000000000000009,0.0014142135623730963,4.674637319997229e-05,5,0.01291188527143487,0.007088114728565147
OSA,0.009600000000000053,0.017052858997833736,0.1382788063698105,5,0.04471207237209864,-0.025512072372098536
Pre PTH,0.009200000000000009,0.0038987177379235893,0.003092271686786029,5,0.017227513708390332,0.0011724862916096864
LCx (choice=Distal),0.008400000000000008,0.0008944271909999168,1.519522528469568e-05,5,0.01024163794856637,0.006558362051433647
BMI,0.008400000000000008,0.004335896677735763,0.006165291246308124,5,0.01732767118791868,-0.0005276711879186637
Age,0.008000000000000007,0.0024494897427831805,0.000934753800387464,5,0.01304353323593668,0.0029564667640633348
Mid LAD Degree of Stenosis %,0.007600000000000029,0.009316651759081678,0.07110258886187527,5,0.026783114741760997,-0.011583114741760938
LA min 4ch area,0.006800000000000051,0.0238159610345667,0.278951979558032,5,0.05583739294173573,-0.04223739294173563
Beta Blocker Medications (choice=Carvedilol),0.006800000000000006,0.005761944116355178,0.02882297426774954,5,0.018663922574106262,-0.005063922574106249
Systolic Blood Pressure,0.006400000000000072,0.06645900992341065,0.4200207022335631,5,0.14324001999343605,-0.1304400199934359
Nitrates,0.0064000000000000055,0.0008944271909999167,4.4608271190530465e-05,5,0.008241637948566366,0.004558362051433645
Are there notable LHC findings,0.0064000000000000055,0.0032863353450309995,0.006056417699972021,5,0.013166609897400334,-0.0003666098974003237
