,importance,stddev,p_value,n,p99_high,p99_low
Days from Pretransplant to Transplant,0.1148514851485148,0.08572007685096733,0.020050314526900415,5,0.29135030816202595,-0.061647337864996335
Urine Output (mL),0.09405940594059406,0.026019549556471074,0.0006363701328874344,5,0.14763401810576088,0.04048479377542723
Pre PTH,0.0698019801980198,0.025084408039917273,0.0016982969241488885,5,0.12145112305557304,0.01815283734046655
Days from Pretransplant LHC to Transplant,0.06831683168316827,0.022180759224970096,0.0011648598454182054,5,0.11398732149805371,0.022646341868282814
Pre Triglycerides,0.061881188118811846,0.05456784080457572,0.03213515478304727,5,0.17423712654314347,-0.05047475030551978
TR Peak Gradient,0.04009900990099009,0.06333442110864318,0.11489434738236932,5,0.17050545833841296,-0.09030743853643276
Cause of ESKD (choice=Other),0.03712871287128714,0.03591242111026462,0.04093514211023433,5,0.11107288429973061,-0.03681545855715632
History of UTIs,0.03217821782178221,0.023021132719973133,0.01766909834024504,5,0.07957904827807497,-0.015222612634510552
Days Between Transplant and Stress Echo,0.029207920792079213,0.03363969756157321,0.062082822796005105,5,0.0984725230213894,-0.04005668143723098
Days from Echo to Transplant,0.02623762376237626,0.032159171819627186,0.07107973125281808,5,0.0924538030259792,-0.039978555501226684
Systolic Blood pressure (peak),0.025742574257425765,0.027927549915976926,0.05415718577773489,5,0.08324578553418263,-0.0317606370193311
Peak Heart rate ,0.007920792079207905,0.026160450674485813,0.26775995409520315,5,0.0617855215938275,-0.04594393743541168
Nitrates,0.007425742574257432,0.0017502643098676934,0.0003444546824698053,5,0.011029560979498598,0.003821924169016267
Pericardial Effusion,0.007425742574257432,0.023806168393157627,0.2619570265283823,5,0.05644297233198314,-0.04159148718346828
Beta Blocker Medications (choice=None),0.006930693069306937,0.006868533131441396,0.043517798813579145,5,0.021073097720161284,-0.00721171158154741
Cause of ESKD (choice=Diabetes I),0.006435643564356441,0.007548490436622237,0.06463968260039162,5,0.021978089704586833,-0.00910680257587395
Pre eGFR,0.005940594059405946,0.011948038006086318,0.16427469852090512,5,0.03054176945337243,-0.018660581334560538
Diastolic Blood Pressure,0.00544554455445545,0.0036713853896513217,0.014735658139317345,5,0.01300497781568621,-0.002113888706775309
"Dialysis Access (None=0, CVC=1, PD cath=2, AVF=3, AVG=4)",0.00544554455445545,0.004761233678631525,0.03140380550035058,5,0.015248990506000593,-0.004357901397089692
Days Between Transplant to Nuc Stress Test,0.00544554455445545,0.006407019359180592,0.06508109038752946,5,0.01863768596942659,-0.00774659686051569
