,importance,stddev,p_value,n,p99_high,p99_low
BNP,0.26340206185567017,0.12282083923473316,0.004338372004253036,5,0.5162918674043856,0.010512256306954737
Height (cm),0.005670103092783485,0.0014692982282205336,0.0004958395576305692,5,0.008695408452549212,0.0026447977330177584
Age,0.003350515463917514,0.004331890802569988,0.07938822604589252,5,0.012269938499502775,-0.0055689075716677475
METs,0.002577319587628857,0.0012886597938144284,0.005528246696725034,5,0.0052306879142639245,-7.60487390062104e-05
Weight (kg),0.002319587628865971,0.0010781701372861762,0.004290459360962392,5,0.004539554843433142,9.962041429879961e-05
History of Kidney Stones,0.0020618556701030855,0.0011526123595359701,0.008065044950046266,5,0.004435100449183436,-0.00031138910897726517
Was an FFR or IFR collected (choice=neither).7,0.0020618556701030855,0.0007058280380221188,0.0014189229633672243,5,0.0035151653559708476,0.0006085459842353233
"AS severity (severe=0, moderate=1, mild=2, none or trace=3)",0.0020618556701030855,0.0011526123595359701,0.008065044950046266,5,0.004435100449183436,-0.00031138910897726517
LVPWd,0.0020618556701030855,0.001728918539303955,0.02799999999999998,5,0.005621722838723611,-0.0014980114985174405
Was an FFR or IFR collected (choice=neither).9,0.0018041237113401998,0.0011526123595359701,0.012448081730111376,5,0.00417736849042055,-0.0005691210677401509
LVEDVI,0.0018041237113401998,0.0014692982282205336,0.025802978905587363,5,0.004829429071105926,-0.0012211816484255268
Posterior Descending Artery (choice=Proximal),0.0018041237113401998,0.0011526123595359701,0.012448081730111376,5,0.00417736849042055,-0.0005691210677401509
Proximal RCA Degree of Stenosis %,0.0018041237113401998,0.0007058280380221188,0.002317919708952206,5,0.003257433397207962,0.0003508140254724376
"Proximal RCA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.001546391752577314,0.0005763061797679851,0.001941268523480256,5,0.0027330141421174894,0.0003597693630371388
LCx (choice=Proximal),0.001546391752577314,0.0016802068054645942,0.05435047566246177,5,0.005005960787954886,-0.0019131772828002575
Was an FFR or IFR collected (choice=neither).5,0.001546391752577314,0.0005763061797679851,0.001941268523480256,5,0.0027330141421174894,0.0003597693630371388
Beta Blocker Medications (choice=Carvedilol),0.0012886597938144284,0.0012886597938144284,0.04450467125004282,5,0.003942028120449496,-0.0013647085328206388
"Type (Exercise=0, Pharm=1)",0.0012886597938144284,0.0012886597938144284,0.04450467125004282,5,0.003942028120449496,-0.0013647085328206388
Systolic Blood Pressure,0.0012886597938144284,0.00241086171828217,0.1490074058656052,5,0.0062526573934074845,-0.0036753378057786277
Days Between Transplant to Nuc Stress Test,0.0012886597938144284,0.004734838420328291,0.28783417017964386,5,0.011037757543691972,-0.008460437956063115
RA area,0.0012886597938144284,0.0009112200788486405,0.017054711583704807,5,0.0031648745305636865,-0.0005875549429348299
LA max 4ch length,0.0010309278350515427,0.001078170137286176,0.04965034160686339,5,0.003250895049618714,-0.0011890393795156284
"Distal RCA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.0010309278350515427,0.0005763061797679851,0.008065044950046266,5,0.002217550224591718,-0.00015569455448863258
Was an FFR or IFR collected (choice=FFR).1,0.0010309278350515427,0.0014116560760442376,0.08890390417811063,5,0.003937547206787067,-0.0018756915366839816
"MR severity (severe=0, moderate=1, mild=2, none or trace=3)",0.0010309278350515427,0.0016802068054645942,0.12099076528401038,5,0.004490496870429114,-0.002428641200326029
Was an FFR or IFR collected (choice=neither).18,0.0010309278350515427,0.0005763061797679851,0.008065044950046266,5,0.002217550224591718,-0.00015569455448863258
Obtuse Marginal 1 (choice=Unspecified),0.0010309278350515427,0.0005763061797679851,0.008065044950046266,5,0.002217550224591718,-0.00015569455448863258
Pre Vitamin D,0.0010309278350515427,0.0023052247190719403,0.1869504831500295,5,0.005777417393212244,-0.0037155617231091585
"Exercise Capacity (Very Poor=0, Poor=1, Below Average=2, Average=3, Above Average=4, Good=5)",0.000773195876288657,0.0007058280380221188,0.035241998455109974,5,0.0022265055621564192,-0.0006801138095791051
RCA (choice=Unspecified),0.000773195876288657,0.0011526123595359701,0.10399999999999993,5,0.0031464406553690077,-0.0016000489027916936
Which of the following vessel(s) are affected (select all that apply): (choice=Diagonal 1),0.000773195876288657,0.0007058280380221188,0.035241998455109974,5,0.0022265055621564192,-0.0006801138095791051
