,model,score_test,accuracy,roc_auc,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMLarge_BAG_L1,0.8935643564356436,0.9619047619047619,0.8935643564356436,0.7288071065989847,0.01600050926208496,0.020998239517211914,1.2969975471496582,0.01600050926208496,0.020998239517211914,1.2969975471496582,1,True,12
1,WeightedEnsemble_L2,0.8910891089108911,0.9619047619047619,0.8910891089108911,0.7717005076142132,0.3813352584838867,0.4149894714355469,17.192827701568604,0.0019996166229248047,0.0009999275207519531,0.15800023078918457,2,True,13
2,XGBoost_BAG_L1,0.8886138613861386,0.9619047619047619,0.8886138613861386,0.7218908629441625,0.041999101638793945,0.026997804641723633,1.0779979228973389,0.041999101638793945,0.026997804641723633,1.0779979228973389,1,True,10
3,CatBoost_BAG_L1,0.8836633663366337,0.9619047619047619,0.8836633663366337,0.7044416243654822,0.03500008583068848,0.03899812698364258,11.466838359832764,0.03500008583068848,0.03899812698364258,11.466838359832764,1,True,7
4,LightGBM_BAG_L1,0.8737623762376238,0.9619047619047619,0.8737623762376238,0.7031725888324872,0.020999908447265625,0.020999908447265625,0.4699990749359131,0.020999908447265625,0.020999908447265625,0.4699990749359131,1,True,4
5,RandomForestGini_BAG_L1,0.8626237623762377,0.9619047619047619,0.8626237623762377,0.5467639593908631,0.05500006675720215,0.04600119590759277,0.3135089874267578,0.05500006675720215,0.04600119590759277,0.3135089874267578,1,True,5
6,RandomForestEntr_BAG_L1,0.8514851485148515,0.9619047619047619,0.8514851485148515,0.5683375634517767,0.04800057411193848,0.048012733459472656,0.33803892135620117,0.04800057411193848,0.048012733459472656,0.33803892135620117,1,True,6
7,LightGBMXT_BAG_L1,0.8267326732673268,0.9619047619047619,0.8267326732673268,0.6930203045685278,0.024999141693115234,0.020998716354370117,0.4389991760253906,0.024999141693115234,0.020998716354370117,0.4389991760253906,1,True,3
8,ExtraTreesGini_BAG_L1,0.6992574257425742,0.9619047619047619,0.6992574257425742,0.5748730964467006,0.04600381851196289,0.045000314712524414,0.2910027503967285,0.04600381851196289,0.045000314712524414,0.2910027503967285,1,True,8
9,ExtraTreesEntr_BAG_L1,0.662128712871287,0.9619047619047619,0.662128712871287,0.5510786802030457,0.04600405693054199,0.044000864028930664,0.2886013984680176,0.04600405693054199,0.044000864028930664,0.2886013984680176,1,True,9
10,KNeighborsDist_BAG_L1,0.6361386138613863,0.9523809523809523,0.6361386138613863,0.5468274111675127,0.02400493621826172,0.01699995994567871,0.01399993896484375,0.02400493621826172,0.01699995994567871,0.01399993896484375,1,True,2
11,KNeighborsUnif_BAG_L1,0.6262376237623763,0.9523809523809523,0.6262376237623763,0.5484137055837564,0.011002540588378906,0.08599853515625,0.010999917984008789,0.011002540588378906,0.08599853515625,0.010999917984008789,1,True,1
12,NeuralNetTorch_BAG_L1,0.5990099009900991,0.9619047619047619,0.5990099009900991,0.58997461928934,0.22933435440063477,0.19899821281433105,2.2729954719543457,0.22933435440063477,0.19899821281433105,2.2729954719543457,1,True,11
