,importance,stddev,p_value,n,p99_high,p99_low
BNP,0.16296296296296298,0.13761223273044898,0.028550667573822554,5,0.4463084521581413,-0.12038252623221535
Aspirin ,0.016835016835016824,0.005323699764593224,0.0010553229225456328,5,0.027796588231664573,0.005873445438369075
Pre Triglycerides,0.016498316498316522,0.0049656165669200855,0.0008761926788579809,5,0.02672258964171953,0.006274043354913517
Systolic Blood pressure (peak),0.011784511784511764,0.005583543418106775,0.004587829532155428,5,0.023281104855164866,0.00028791871385865954
Diuretic Medications (choice=Spironolactone),0.009090909090909104,0.004225555689566019,0.004290459360962297,5,0.017791386659111744,0.0003904315227064633
"BP response to exercise (hypotension=0, normal=1, hypertension=2, flat=3)",0.005723905723905687,0.0015057696818180396,0.0005252890353946374,5,0.008824306310717737,0.0026235051370936363
Diuretic Medications (choice=None),0.005050505050505039,0.0026618498822966034,0.006617799781841288,5,0.010531290748828895,-0.0004302806478188176
"Race (White=0, AA=1, Asian=2, Hispanic Latino=3, Other=4)",0.005050505050505016,0.0016835016835016758,0.0012851303826999759,5,0.008516858285300993,0.0015841518157090396
CCB Medication (choice=Diltiazem),0.00471380471380467,0.0014085185631886664,0.0008525787423637824,5,0.007613963903205538,0.001813645524403803
Number of Hypoperfused Segments at Rest,0.004040404040404022,0.005659170476084766,0.0928112270947899,5,0.015692714268710835,-0.007611906187902791
Pre Total Cholesterol,0.004040404040404022,0.00405440894908832,0.044887935391904984,5,0.012388488104463746,-0.004307680023655701
Residual Renal Function,0.0037037037037036535,0.002195017644849341,0.009777106360152225,5,0.008223275372816384,-0.0008158679654090761
BMI,0.0030303030303030056,0.014452643792144601,0.33179785221791736,5,0.032788496355094274,-0.026727890294488264
Resting Heart Rate,0.0030303030303030056,0.001844183695303566,0.010655820564378199,5,0.006827502748260489,-0.0007668966876544785
Pre LDL-C,0.0030303030303030056,0.0074721686939973235,0.20789339822123082,5,0.018415601647590114,-0.012354995586984104
Pre Calcium,0.002693602693602748,0.013446953230785071,0.33870196337421676,5,0.030381065252434006,-0.02499385986522851
Systolic Blood pressure (rest),0.002356902356902402,0.0015057696818180644,0.01244808173011125,5,0.005457302943714503,-0.0007434982299096993
METs,0.0023569023569023793,0.0009220918476517602,0.002317919708951809,5,0.004255502215881075,0.0004583024979236841
"AR severity (severe=0, moderate=1, mild=2, none or trace=3)",0.002356902356902291,0.0036883673906071626,0.11312260937102955,5,0.009951301792817323,-0.0052374970790127415
Peak Heart rate ,0.0020202020202020553,0.0007528848409089917,0.0019412685234798627,5,0.0035704023136080227,0.000470001726796088
Was an FFR or IFR collected (choice=neither).5,0.0016835016835017313,0.0011904154565430432,0.017054711583704817,5,0.004134583561813973,-0.0007675801948105096
Anticoagulation Medication (choice=Rivaroxaban),0.0016835016835017313,0.0,0.5,5,0.0016835016835017313,0.0016835016835017313
"Mid Obtuse Marginal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.0016835016835017313,0.0,0.5,5,0.0016835016835017313,0.0016835016835017313
