,importance,stddev,p_value,n,p99_high,p99_low
BMI,0.17884615384615385,0.17724677745545392,0.04352065404237499,5,0.5437997184377414,-0.18610741074543377
BNP,0.15769230769230771,0.08828368408567716,0.008104980617877493,5,0.3394696334349039,-0.024085018050288426
Pre Vitamin D,0.07500000000000002,0.05060652833438755,0.0147732028754546,5,0.17919954129705742,-0.029199541297057374
Days from Pretransplant to Transplant,0.017307692307692312,0.028361310007216634,0.12205522196860988,5,0.0757040216075133,-0.04108863699212868
Urine Output (mL),0.009615384615384559,0.026332815264671475,0.230025376421982,5,0.06383501520352823,-0.04460424597275912
Days from Pretransplant LHC to Transplant,0.0076923076923077535,0.004300130725961168,0.008065044950046259,5,0.016546336291184547,-0.00116172090656904
Diastolic Blood Pressure Pre Transplant,0.0076923076923077535,0.004300130725961168,0.008065044950046259,5,0.016546336291184547,-0.00116172090656904
OSA,0.007692307692307709,0.012536927702312791,0.12099076528401007,5,0.033506015110125076,-0.01812139972550966
RCA (choice=Mid),0.007692307692307665,0.028361310007216617,0.2884663986521342,5,0.06608863699212864,-0.050704021607513305
Pre Calcium,0.0038461538461538767,0.0052665630529343315,0.08890390417811055,5,0.014690079963782687,-0.006997772271474935
Resting Heart Rate,0.0019230769230769384,0.004300130725961168,0.18695048315002946,5,0.010777105521953732,-0.006930951675799855
Cause of ESKD (choice=ADPKD),0.0019230769230769384,0.004300130725961168,0.18695048315002946,5,0.010777105521953732,-0.006930951675799855
"Test Time Point (initial transplant evaluation=0, surveillance on the waiting list=1, clinical evaluation=2)",0.0019230769230769384,0.004300130725961168,0.18695048315002946,5,0.010777105521953732,-0.006930951675799855
Cause of ESKD (choice=Diabetes I),0.0019230769230769384,0.004300130725961168,0.18695048315002946,5,0.010777105521953732,-0.006930951675799855
ACEi or ARB Medications (choice=Olmesartan),0.0019230769230769384,0.004300130725961168,0.18695048315002946,5,0.010777105521953732,-0.006930951675799855
LA min 4ch area,0.0019230769230769384,0.004300130725961168,0.18695048315002946,5,0.010777105521953732,-0.006930951675799855
Which of the following vessel(s) are affected (select all that apply): (choice=Obtuse marginal 2),0.0019230769230769384,0.004300130725961168,0.18695048315002946,5,0.010777105521953732,-0.006930951675799855
RCA (choice=Proximal),0.0,0.0,0.5,5,0.0,0.0
FFR.6,0.0,0.0,0.5,5,0.0,0.0
Was an FFR or IFR collected (choice=neither).6,0.0,0.0,0.5,5,0.0,0.0
RCA (choice=Distal),0.0,0.0,0.5,5,0.0,0.0
"Proximal RCA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.0,0.0,0.5,5,0.0,0.0
"Mid RCA degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.0,0.0,0.5,5,0.0,0.0
Mid RCA Degree of Stenosis %,0.0,0.0,0.5,5,0.0,0.0
Proximal RCA Degree of Stenosis %,0.0,0.0,0.5,5,0.0,0.0
Was an FFR or IFR collected (choice=neither).5,0.0,0.0,0.5,5,0.0,0.0
Was an FFR or IFR collected (choice=FFR).6,0.0,0.0,0.5,5,0.0,0.0
LCx (choice=Proximal),0.0,0.0,0.5,5,0.0,0.0
"Distal RCA Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.0,0.0,0.5,5,0.0,0.0
Was an FFR or IFR collected (choice=neither).7,0.0,0.0,0.5,5,0.0,0.0
Was an FFR or IFR collected (choice=neither).11,0.0,0.0,0.5,5,0.0,0.0
