,importance,stddev,p_value,n,p99_high,p99_low
Nitrates,0.1271844660194174,0.006329322723497714,7.335694159115606e-07,5,0.14021662898763587,0.11415230305119894
Urine Output (mL),0.02524271844660193,0.015118846118832456,0.01011860321740188,5,0.05637263156993817,-0.005887194676734313
Mid RCA Degree of Stenosis %,0.022330097087378632,0.002658847366529931,2.367156617712621e-05,5,0.027804700564239733,0.01685549361051753
Distal RCA Degree of Stenosis %,0.021359223300970863,0.0026588473665299316,2.8228831104340617e-05,5,0.026833826777831964,0.015884619824109762
OSA,0.011650485436893199,0.010635389466119726,0.035241998455109974,5,0.03354889934433761,-0.010247928470551207
LA min 4ch length,0.010679611650485431,0.0021709397839803778,0.00019408566924700735,5,0.015149606671277563,0.0062096166296933
LVPWd,0.010679611650485431,0.014318331265779242,0.08533915492784343,5,0.04016125362709402,-0.018802030326123164
HBA1C,0.009708737864077666,0.009081692686344513,0.03756522731261487,5,0.028408068627593312,-0.008990592899437981
Aspirin ,0.005825242718446577,0.004061456439485809,0.016338961668401764,5,0.014187837662641395,-0.002537352225748242
IVSd (cm),0.0048543689320388,0.0034325571902259575,0.017054711583705168,5,0.011922051629696223,-0.002213313765618624
Diastolic Blood pressure (rest),0.0038834951456310552,0.01052402106246543,0.2278297699789859,5,0.02555259997067635,-0.017785609679414238
Anticoagulation Medication (choice=None),0.003883495145631044,0.004061456439485795,0.049650341606863865,5,0.012246090089825835,-0.004479099798563747
TR Peak Gradient,0.0029126213592232776,0.004341879567960727,0.10400000000000012,5,0.01185261140080748,-0.0060273686823609255
Number of segments with Wall Motion Abnormalities,0.0029126213592232664,0.002658847366529901,0.035241998455109974,5,0.008387224836084305,-0.002561982117637772
RA area,0.001941747572815522,0.005534832160675417,0.23831033363642154,5,0.013338043491156337,-0.009454548345525294
LVEDVI,0.001941747572815511,0.002658847366529901,0.08890390417811063,5,0.007416351049676549,-0.0035328559040455274
"Echo Timepoint (initial transplant evaluation=0, surveillance on the waiting list=1, clinical evaluation=2)",0.001941747572815511,0.002658847366529901,0.08890390417811063,5,0.007416351049676549,-0.0035328559040455274
"AS severity (severe=0, moderate=1, mild=2, none or trace=3)",0.001941747572815511,0.002658847366529901,0.08890390417811063,5,0.007416351049676549,-0.0035328559040455274
Pre eGFR,0.001941747572815511,0.002658847366529901,0.08890390417811063,5,0.007416351049676549,-0.0035328559040455274
Ejection Fraction,0.001941747572815511,0.002658847366529901,0.08890390417811063,5,0.007416351049676549,-0.0035328559040455274
Beta Blocker Medications (choice=None),0.0009708737864077555,0.0021709397839803526,0.1869504831500295,5,0.005440868807199835,-0.0034991212343843245
Mean Right Atrial Pressure (RAP),0.0009708737864077555,0.0021709397839803526,0.1869504831500295,5,0.005440868807199835,-0.0034991212343843245
RCA (choice=Mid),0.0009708737864077555,0.0021709397839803526,0.1869504831500295,5,0.005440868807199835,-0.0034991212343843245
