,importance,stddev,p_value,n,p99_high,p99_low
BNP,0.044063647490820104,0.035740199693458104,0.02550790675918474,5,0.11765321264170601,-0.029525917660065806
Diastolic Blood Pressure,0.04320685434516527,0.015594471077403844,0.0017256352973388997,5,0.07531608583203553,0.011097622858294999
Days from Pretransplant LHC to Transplant,0.015544675642594919,0.004530417508769051,0.0007758107963899131,5,0.024872867910174734,0.006216483375015106
Pre Vitamin D,0.010403916768665877,0.010981859513418823,0.05076297661211,5,0.03301571729222408,-0.012207883754892328
CCB Medication (choice=None),0.009669522643818863,0.003856054835256638,0.002484467577937286,5,0.017609192845953952,0.0017298524416837734
Age,0.007955936352509218,0.004413159455892298,0.007859437861062477,5,0.017042692668537272,-0.0011308199635188376
Urine Output (mL),0.007343941248469999,0.0030292212168334222,0.00280655470990759,5,0.01358114960221661,0.0011067328947233866
Diastolic Blood pressure (rest),0.006854345165238707,0.0024249220019778393,0.0016028719970401309,5,0.011847293083294918,0.0018613972471824957
Pre eGFR,0.006609547123623027,0.0006704070471299338,1.2528950249504274e-05,5,0.007989924499673659,0.005229169747572395
HBA1C,0.006487148102815232,0.0037874537201385296,0.00930956249726577,5,0.014285567660753963,-0.001311271455123499
"BP response to exercise (hypotension=0, normal=1, hypertension=2, flat=3)",0.005385556915544742,0.00339091681204285,0.011884441833286621,5,0.012367501498991958,-0.0015963876679024732
Cause of ESKD (choice=Diabetes I),0.0051407588739289965,0.00033520352356492894,2.1569924653907896e-06,5,0.005830947561954234,0.004450570185903759
Was a Pre-Transplant Left Heart Cath Performed,0.0036719706242350327,0.005675409115970461,0.1107590121985657,5,0.015357716436508347,-0.00801377518803828
Beta Blocker Medications (choice=Labetalol),0.0028151774785801775,0.001111744316070104,0.002398093652868374,5,0.005104274391307922,0.0005260805658524334
BMI,0.0026927784577723823,0.001964113407084594,0.018726181661644956,5,0.006736915109891775,-0.0013513581943470103
"Proximal Diagonal 1 Degree of Stenosis % (0 to less than 29%=0, 30%-69%=1, 70% or greater=2)",0.002692778457772338,0.0032556759065533658,0.0690380913344481,5,0.009396260147588747,-0.0040107032320440715
History of drug treated hypotension,0.0022031823745410017,0.003956727019643718,0.14053010527811105,5,0.010350137995766548,-0.005943773246684544
